movieNm,actCd,actNm,actRl,act_viewer,act_point
빅풋 주니어,20174743,임채헌,배우,98546.4,7.972999999999997
래빗 스쿨,20174743,임채헌,배우,98546.4,7.972999999999997
마야2,20174743,임채헌,배우,98546.4,7.972999999999997
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20174743,임채헌,배우,98546.4,7.972999999999997
부니베어: 로거빅 컴백홈 프로젝트,20174743,임채헌,배우,98546.4,7.972999999999997
빅풋 주니어,20174743,임채헌,배우,98546.4,7.972999999999997
래빗 스쿨,20174743,임채헌,배우,98546.4,7.972999999999997
마야2,20174743,임채헌,배우,98546.4,7.972999999999997
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20174743,임채헌,배우,98546.4,7.972999999999997
부니베어: 로거빅 컴백홈 프로젝트,20174743,임채헌,배우,98546.4,7.972999999999997
빅풋 주니어,20174743,임채헌,배우,98546.4,7.972999999999997
래빗 스쿨,20174743,임채헌,배우,98546.4,7.972999999999997
마야2,20174743,임채헌,배우,98546.4,7.972999999999997
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20174743,임채헌,배우,98546.4,7.972999999999997
부니베어: 로거빅 컴백홈 프로젝트,20174743,임채헌,배우,98546.4,7.972999999999997
빅풋 주니어,20174743,임채헌,배우,98546.4,7.972999999999997
래빗 스쿨,20174743,임채헌,배우,98546.4,7.972999999999997
마야2,20174743,임채헌,배우,98546.4,7.972999999999997
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20174743,임채헌,배우,98546.4,7.972999999999997
부니베어: 로거빅 컴백홈 프로젝트,20174743,임채헌,배우,98546.4,7.972999999999997
빅풋 주니어,20174743,임채헌,배우,98546.4,7.972999999999997
래빗 스쿨,20174743,임채헌,배우,98546.4,7.972999999999997
마야2,20174743,임채헌,배우,98546.4,7.972999999999997
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20174743,임채헌,배우,98546.4,7.972999999999997
부니베어: 로거빅 컴백홈 프로젝트,20174743,임채헌,배우,98546.4,7.972999999999997
빅풋 주니어,20174743,임채헌,배우,98546.4,7.972999999999997
래빗 스쿨,20174743,임채헌,배우,98546.4,7.972999999999997
마야2,20174743,임채헌,배우,98546.4,7.972999999999997
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20174743,임채헌,배우,98546.4,7.972999999999997
수어사이드 스쿼드,10052967,윌 스미스,배우,877355.4705882353,7.753888888888889
수어사이드 스쿼드,10059151,자레드 레토,배우,82391.4,7.581999999999999
블레이드 러너 2049,10059151,자레드 레토,배우,82391.4,7.581999999999999
수어사이드 스쿼드,10059151,자레드 레토,배우,82391.4,7.581999999999999
블레이드 러너 2049,10059151,자레드 레토,배우,82391.4,7.581999999999999
수어사이드 스쿼드,10084308,카라 델레바인,배우,255966.0,7.385
수어사이드 스쿼드,20166057,제이 코트니,배우,992266.8,7.0760000000000005
해적왕 작스톰,10072315,최석필,배우,781301.3333333335,8.573333333333334
해적왕 작스톰,10072315,최석필,배우,781301.3333333335,8.573333333333334
마이펫의 이중생활,10075582,케빈 하트,배우,1008604.8,7.57
쥬만지: 새로운 세계,10075582,케빈 하트,배우,1008604.8,7.57
마이펫의 이중생활,10075582,케빈 하트,배우,1008604.8,7.57
쥬만지: 새로운 세계,10075582,케빈 하트,배우,1008604.8,7.57
덕혜옹주,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
남한산성,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
상류사회,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
덕혜옹주,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
남한산성,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
상류사회,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
덕혜옹주,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
남한산성,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
상류사회,10029474,박해일,배우,1676332.3846153843,6.7912500000000025
국가대표 2,10037539,수애,배우,1125146.0,7.334285714285714
상류사회,10037539,수애,배우,1125146.0,7.334285714285714
국가대표 2,10037539,수애,배우,1125146.0,7.334285714285714
상류사회,10037539,수애,배우,1125146.0,7.334285714285714
국가대표 2,10050563,오연서,배우,327634.8,6.843999999999999
치즈인더트랩,10050563,오연서,배우,327634.8,6.843999999999999
국가대표 2,10050563,오연서,배우,327634.8,6.843999999999999
치즈인더트랩,10050563,오연서,배우,327634.8,6.843999999999999
터널,10030016,배두나,배우,1598513.5714285714,7.576153846153844
마약왕,10030016,배두나,배우,1598513.5714285714,7.576153846153844
터널,10030016,배두나,배우,1598513.5714285714,7.576153846153844
마약왕,10030016,배두나,배우,1598513.5714285714,7.576153846153844
슈퍼 프렌즈,10090985,변현우,배우,66923.0,8.4
슈퍼 프렌즈,20242046,박조호,배우,89615.0,8.73
슈퍼 프렌즈,20113125,남도형,배우,236714.17857142852,7.688620689655173
눈의 여왕 3: 눈과 불의 마법대결,20113125,남도형,배우,236714.17857142852,7.688620689655173
극장판 레이디버그: 미라클스톤의 비밀,20113125,남도형,배우,236714.17857142852,7.688620689655173
슈퍼 프렌즈,20113125,남도형,배우,236714.17857142852,7.688620689655173
눈의 여왕 3: 눈과 불의 마법대결,20113125,남도형,배우,236714.17857142852,7.688620689655173
극장판 레이디버그: 미라클스톤의 비밀,20113125,남도형,배우,236714.17857142852,7.688620689655173
슈퍼 프렌즈,20113125,남도형,배우,236714.17857142852,7.688620689655173
눈의 여왕 3: 눈과 불의 마법대결,20113125,남도형,배우,236714.17857142852,7.688620689655173
극장판 레이디버그: 미라클스톤의 비밀,20113125,남도형,배우,236714.17857142852,7.688620689655173
슈퍼 프렌즈,20113125,남도형,배우,236714.17857142852,7.688620689655173
눈의 여왕 3: 눈과 불의 마법대결,20113125,남도형,배우,236714.17857142852,7.688620689655173
극장판 레이디버그: 미라클스톤의 비밀,20113125,남도형,배우,236714.17857142852,7.688620689655173
슈퍼 프렌즈,20113125,남도형,배우,236714.17857142852,7.688620689655173
눈의 여왕 3: 눈과 불의 마법대결,20113125,남도형,배우,236714.17857142852,7.688620689655173
극장판 레이디버그: 미라클스톤의 비밀,20113125,남도형,배우,236714.17857142852,7.688620689655173
슈퍼 프렌즈,20113125,남도형,배우,236714.17857142852,7.688620689655173
눈의 여왕 3: 눈과 불의 마법대결,20113125,남도형,배우,236714.17857142852,7.688620689655173
극장판 레이디버그: 미라클스톤의 비밀,20113125,남도형,배우,236714.17857142852,7.688620689655173
슈퍼 프렌즈,20113125,남도형,배우,236714.17857142852,7.688620689655173
눈의 여왕 3: 눈과 불의 마법대결,20113125,남도형,배우,236714.17857142852,7.688620689655173
극장판 레이디버그: 미라클스톤의 비밀,20113125,남도형,배우,236714.17857142852,7.688620689655173
마이 리틀 자이언트,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
덩케르크,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
레디 플레이어 원,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
마이 리틀 자이언트,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
덩케르크,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
레디 플레이어 원,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
마이 리틀 자이언트,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
덩케르크,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
레디 플레이어 원,10024073,마크 라이런스,배우,1293321.25,7.8450000000000015
서울역,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
염력,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
7년의 밤,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
서울역,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
염력,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
7년의 밤,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
서울역,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
염력,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
7년의 밤,10019065,류승룡,배우,3121868.1481481483,7.236249999999999
스타트렉 비욘드,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
로스트 인 더스트,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
원더 우먼,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
스타트렉 비욘드,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
로스트 인 더스트,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
원더 우먼,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
스타트렉 비욘드,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
로스트 인 더스트,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
원더 우먼,10077251,크리스 파인,배우,590351.6666666665,7.733076923076923
스타트렉 비욘드,10061064,재커리 퀸토,배우,659183.1666666665,7.848571428571428
스타트렉 비욘드,20113037,칼 어번,배우,647425.6666666665,6.657692307692307
피터와 드래곤,20113037,칼 어번,배우,647425.6666666665,6.657692307692307
스타트렉 비욘드,20113037,칼 어번,배우,647425.6666666665,6.657692307692307
피터와 드래곤,20113037,칼 어번,배우,647425.6666666665,6.657692307692307
스타트렉 비욘드,10065071,조 샐다나,배우,1944537.666666667,7.977499999999999
가디언즈 오브 갤럭시 VOL. 2,10065071,조 샐다나,배우,1944537.666666667,7.977499999999999
스타트렉 비욘드,10065071,조 샐다나,배우,1944537.666666667,7.977499999999999
가디언즈 오브 갤럭시 VOL. 2,10065071,조 샐다나,배우,1944537.666666667,7.977499999999999
스타트렉 비욘드,10034407,사이먼 페그,배우,425816.36363636365,7.809090909090911
레디 플레이어 원,10034407,사이먼 페그,배우,425816.36363636365,7.809090909090911
스타트렉 비욘드,10034407,사이먼 페그,배우,425816.36363636365,7.809090909090911
레디 플레이어 원,10034407,사이먼 페그,배우,425816.36363636365,7.809090909090911
라이트 아웃,10000110,가브리엘 베이트먼,배우,585812.0,8.115
플로렌스,10025792,메릴 스트립,배우,290948.8620689655,7.928
더 포스트,10025792,메릴 스트립,배우,290948.8620689655,7.928
맘마미아!2,10025792,메릴 스트립,배우,290948.8620689655,7.928
플로렌스,10025792,메릴 스트립,배우,290948.8620689655,7.928
더 포스트,10025792,메릴 스트립,배우,290948.8620689655,7.928
맘마미아!2,10025792,메릴 스트립,배우,290948.8620689655,7.928
플로렌스,10025792,메릴 스트립,배우,290948.8620689655,7.928
더 포스트,10025792,메릴 스트립,배우,290948.8620689655,7.928
맘마미아!2,10025792,메릴 스트립,배우,290948.8620689655,7.928
플로렌스,10090792,휴 그랜트,배우,282784.0,7.487647058823531
고스트버스터즈,10025976, 멜리사 맥카시,배우,48583.0,7.995
고스트버스터즈,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
슈퍼배드 3,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
다운사이징,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
고스트버스터즈,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
슈퍼배드 3,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
다운사이징,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
고스트버스터즈,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
슈퍼배드 3,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
다운사이징,10077417,크리스튼 위그,배우,651835.7142857143,7.421111111111113
고스트버스터즈,10060795,케이트 맥키넌,배우,264766.0,6.703333333333332
나를 차버린 스파이,10060795,케이트 맥키넌,배우,264766.0,6.703333333333332
고스트버스터즈,10060795,케이트 맥키넌,배우,264766.0,6.703333333333332
나를 차버린 스파이,10060795,케이트 맥키넌,배우,264766.0,6.703333333333332
고스트버스터즈,10015096,레슬리 존스,배우,1.0,7.39
올레,10040665,신하균,배우,1068514.3809523808,7.378421052631578
악녀,10040665,신하균,배우,1068514.3809523808,7.378421052631578
7호실,10040665,신하균,배우,1068514.3809523808,7.378421052631578
바람 바람 바람,10040665,신하균,배우,1068514.3809523808,7.378421052631578
올레,10040665,신하균,배우,1068514.3809523808,7.378421052631578
악녀,10040665,신하균,배우,1068514.3809523808,7.378421052631578
7호실,10040665,신하균,배우,1068514.3809523808,7.378421052631578
바람 바람 바람,10040665,신하균,배우,1068514.3809523808,7.378421052631578
올레,10040665,신하균,배우,1068514.3809523808,7.378421052631578
악녀,10040665,신하균,배우,1068514.3809523808,7.378421052631578
7호실,10040665,신하균,배우,1068514.3809523808,7.378421052631578
바람 바람 바람,10040665,신하균,배우,1068514.3809523808,7.378421052631578
올레,10040665,신하균,배우,1068514.3809523808,7.378421052631578
악녀,10040665,신하균,배우,1068514.3809523808,7.378421052631578
7호실,10040665,신하균,배우,1068514.3809523808,7.378421052631578
바람 바람 바람,10040665,신하균,배우,1068514.3809523808,7.378421052631578
올레,10050300,오만석,배우,198404.0,7.3625
살인소설,10050300,오만석,배우,198404.0,7.3625
올레,10050300,오만석,배우,198404.0,7.3625
살인소설,10050300,오만석,배우,198404.0,7.3625
메카닉: 리크루트,10063676,제이슨 스타뎀,배우,424192.45833333326,7.629999999999999
분노의 질주: 더 익스트림,10063676,제이슨 스타뎀,배우,424192.45833333326,7.629999999999999
메카닉: 리크루트,10063676,제이슨 스타뎀,배우,424192.45833333326,7.629999999999999
분노의 질주: 더 익스트림,10063676,제이슨 스타뎀,배우,424192.45833333326,7.629999999999999
메카닉: 리크루트,10063351,제시카 알바,배우,155039.0588235294,6.303000000000001
머니 몬스터,10060947,잭 오코넬,배우,45163.714285714275,7.505
이퀄스,10077997,크리스틴 스튜어트,배우,440529.85714285716,7.766875
카페 소사이어티,10077997,크리스틴 스튜어트,배우,440529.85714285716,7.766875
이퀄스,10077997,크리스틴 스튜어트,배우,440529.85714285716,7.766875
카페 소사이어티,10077997,크리스틴 스튜어트,배우,440529.85714285716,7.766875
거울나라의 앨리스,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
캐리비안의 해적: 죽은 자는 말이 없다,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
오리엔트 특급 살인,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
셜록 놈즈,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
신비한 동물들과 그린델왈드의 범죄,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
거울나라의 앨리스,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
캐리비안의 해적: 죽은 자는 말이 없다,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
오리엔트 특급 살인,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
셜록 놈즈,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
신비한 동물들과 그린델왈드의 범죄,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
거울나라의 앨리스,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
캐리비안의 해적: 죽은 자는 말이 없다,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
오리엔트 특급 살인,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
셜록 놈즈,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
신비한 동물들과 그린델왈드의 범죄,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
거울나라의 앨리스,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
캐리비안의 해적: 죽은 자는 말이 없다,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
오리엔트 특급 살인,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
셜록 놈즈,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
신비한 동물들과 그린델왈드의 범죄,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
거울나라의 앨리스,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
캐리비안의 해적: 죽은 자는 말이 없다,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
오리엔트 특급 살인,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
셜록 놈즈,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
신비한 동물들과 그린델왈드의 범죄,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
거울나라의 앨리스,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
캐리비안의 해적: 죽은 자는 말이 없다,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
오리엔트 특급 살인,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
셜록 놈즈,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
신비한 동물들과 그린델왈드의 범죄,10065531,조니 뎁,배우,920605.8666666669,7.332972972972972
거울나라의 앨리스,10045773,앤 해서웨이,배우,1384238.0,7.2125
콜로설,10045773,앤 해서웨이,배우,1384238.0,7.2125
오션스8,10045773,앤 해서웨이,배우,1384238.0,7.2125
거울나라의 앨리스,10045773,앤 해서웨이,배우,1384238.0,7.2125
콜로설,10045773,앤 해서웨이,배우,1384238.0,7.2125
오션스8,10045773,앤 해서웨이,배우,1384238.0,7.2125
거울나라의 앨리스,10045773,앤 해서웨이,배우,1384238.0,7.2125
콜로설,10045773,앤 해서웨이,배우,1384238.0,7.2125
오션스8,10045773,앤 해서웨이,배우,1384238.0,7.2125
거울나라의 앨리스,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
오션스8,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
캡틴 스터비,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
거울나라의 앨리스,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
오션스8,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
캡틴 스터비,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
거울나라의 앨리스,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
오션스8,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
캡틴 스터비,10088863,헬레나 본햄 카터,배우,335974.3076923077,7.097333333333332
거울나라의 앨리스,10034227,사챠 바론 코헨,배우,260948.0,7.4975
"고산자, 대동여지도",10071140,차승원,배우,1606827.0,7.478888888888887
독전,10071140,차승원,배우,1606827.0,7.478888888888887
"고산자, 대동여지도",10071140,차승원,배우,1606827.0,7.478888888888887
독전,10071140,차승원,배우,1606827.0,7.478888888888887
"고산자, 대동여지도",10053981,유준상,배우,685808.6666666665,7.267647058823528
밀정,10037018,송강호,배우,4439002.208333333,7.706399999999999
택시운전사,10037018,송강호,배우,4439002.208333333,7.706399999999999
마약왕,10037018,송강호,배우,4439002.208333333,7.706399999999999
밀정,10037018,송강호,배우,4439002.208333333,7.706399999999999
택시운전사,10037018,송강호,배우,4439002.208333333,7.706399999999999
마약왕,10037018,송강호,배우,4439002.208333333,7.706399999999999
밀정,10037018,송강호,배우,4439002.208333333,7.706399999999999
택시운전사,10037018,송강호,배우,4439002.208333333,7.706399999999999
마약왕,10037018,송강호,배우,4439002.208333333,7.706399999999999
로빈슨 크루소,20239387,콜린 메츠거,배우,139392.0,8.18
로빈슨 크루소,10066847,조이 카멘,배우,139392.0,8.18
로빈슨 크루소,20239389,마리브 헤링턴,배우,139392.0,8.18
장난감이 살아있다,10059367,아리아나 그란데,배우,143100.0,7.49
장난감이 살아있다,10075074,케이티 홈즈,배우,60206.25,6.3
장난감이 살아있다,10018956,루퍼트 그린트,배우,1645031.833333333,8.034166666666668
드림 쏭,10018923,루크 윌슨,배우,1278093.166666667,7.703333333333332
드림 쏭,10091423,J. K. 시몬스,배우,368278.2,8.155
드림 쏭,10047849,에디 이자드,배우,66345.5,7.6099999999999985
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,10057178,이장원,배우,358554.36363636365,6.892999999999999
오즈: 신기한 마법가루,10057178,이장원,배우,358554.36363636365,6.892999999999999
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,10057178,이장원,배우,358554.36363636365,6.892999999999999
오즈: 신기한 마법가루,10057178,이장원,배우,358554.36363636365,6.892999999999999
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,10057178,이장원,배우,358554.36363636365,6.892999999999999
오즈: 신기한 마법가루,10057178,이장원,배우,358554.36363636365,6.892999999999999
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,10057178,이장원,배우,358554.36363636365,6.892999999999999
오즈: 신기한 마법가루,10057178,이장원,배우,358554.36363636365,6.892999999999999
매그니피센트 7,10012405,덴젤 워싱턴,배우,192378.9375,7.930333333333333
매그니피센트 7,10077262,크리스 프랫,배우,1612551.375,7.937
패신저스,10077262,크리스 프랫,배우,1612551.375,7.937
가디언즈 오브 갤럭시 VOL. 2,10077262,크리스 프랫,배우,1612551.375,7.937
쥬라기 월드: 폴른 킹덤,10077262,크리스 프랫,배우,1612551.375,7.937
매그니피센트 7,10077262,크리스 프랫,배우,1612551.375,7.937
패신저스,10077262,크리스 프랫,배우,1612551.375,7.937
가디언즈 오브 갤럭시 VOL. 2,10077262,크리스 프랫,배우,1612551.375,7.937
쥬라기 월드: 폴른 킹덤,10077262,크리스 프랫,배우,1612551.375,7.937
매그니피센트 7,10077262,크리스 프랫,배우,1612551.375,7.937
패신저스,10077262,크리스 프랫,배우,1612551.375,7.937
가디언즈 오브 갤럭시 VOL. 2,10077262,크리스 프랫,배우,1612551.375,7.937
쥬라기 월드: 폴른 킹덤,10077262,크리스 프랫,배우,1612551.375,7.937
매그니피센트 7,10077262,크리스 프랫,배우,1612551.375,7.937
패신저스,10077262,크리스 프랫,배우,1612551.375,7.937
가디언즈 오브 갤럭시 VOL. 2,10077262,크리스 프랫,배우,1612551.375,7.937
쥬라기 월드: 폴른 킹덤,10077262,크리스 프랫,배우,1612551.375,7.937
매그니피센트 7,10033328,빈센트 도노프리오,배우,461763.5,6.329
벤허,10061037,잭 휴스턴,배우,31068.0,7.35
벤허,10033626,할룩 빌기너,배우,8297.0,8.2
아이엠스타 뮤직어워드,20214347,김새해,배우,98841.66666666669,8.483333333333333
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,20214347,김새해,배우,98841.66666666669,8.483333333333333
아이엠스타 뮤직어워드,20214347,김새해,배우,98841.66666666669,8.483333333333333
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,20214347,김새해,배우,98841.66666666669,8.483333333333333
아이 엠 어 히어로,10050689,오오이즈미 요,배우,8206.5,7.166
아이 엠 어 히어로,10006649,나가사와 마사미,배우,58087.461538461524,7.230833333333334
아이 엠 어 히어로,10018884,아리무라 카스미,배우,144564.5,6.8020000000000005
대결,10057434,이주승,배우,24653.58333333333,7.172857142857143
대결,10050782,오지호,배우,752121.2,5.882222222222223
대결,10040580,신정근,배우,1529417.75,6.7975
대결,10036892,손은서,배우,270499.75,6.1374999999999975
뉴 스텝업: 어반댄스,10071322,티아 마이피,배우,26488.0,5.98
뉴 스텝업: 어반댄스,10017059,케링턴 페인,배우,334708.0,5.98
뉴 스텝업: 어반댄스,10038470,스탠 워커,배우,26488.0,5.98
브리짓 존스의 베이비,10082575,패트릭 뎀시,배우,617724.2857142857,7.738571428571429
브리짓 존스의 베이비,10019207,르네 젤위거,배우,382632.84615384607,7.678000000000001
설리: 허드슨강의 기적,10081113,톰 행크스,배우,636914.1153846154,8.19875
인페르노,10081113,톰 행크스,배우,636914.1153846154,8.19875
더 서클,10081113,톰 행크스,배우,636914.1153846154,8.19875
더 포스트,10081113,톰 행크스,배우,636914.1153846154,8.19875
설리: 허드슨강의 기적,10081113,톰 행크스,배우,636914.1153846154,8.19875
인페르노,10081113,톰 행크스,배우,636914.1153846154,8.19875
더 서클,10081113,톰 행크스,배우,636914.1153846154,8.19875
더 포스트,10081113,톰 행크스,배우,636914.1153846154,8.19875
설리: 허드슨강의 기적,10081113,톰 행크스,배우,636914.1153846154,8.19875
인페르노,10081113,톰 행크스,배우,636914.1153846154,8.19875
더 서클,10081113,톰 행크스,배우,636914.1153846154,8.19875
더 포스트,10081113,톰 행크스,배우,636914.1153846154,8.19875
설리: 허드슨강의 기적,10081113,톰 행크스,배우,636914.1153846154,8.19875
인페르노,10081113,톰 행크스,배우,636914.1153846154,8.19875
더 서클,10081113,톰 행크스,배우,636914.1153846154,8.19875
더 포스트,10081113,톰 행크스,배우,636914.1153846154,8.19875
미스 페레그린과 이상한 아이들의 집,10048502,에바 그린,배우,502993.7272727273,7.4090000000000025
미스 페레그린과 이상한 아이들의 집,10042104,에이사 버터필드,배우,351791.4,7.869
스페이스 비트윈 어스,10042104,에이사 버터필드,배우,351791.4,7.869
미스 페레그린과 이상한 아이들의 집,10042104,에이사 버터필드,배우,351791.4,7.869
스페이스 비트윈 어스,10042104,에이사 버터필드,배우,351791.4,7.869
아수라,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-죄와 벌,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-인과 연,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
공작,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
암수살인,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
아수라,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-죄와 벌,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-인과 연,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
공작,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
암수살인,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
아수라,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-죄와 벌,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-인과 연,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
공작,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
암수살인,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
아수라,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-죄와 벌,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-인과 연,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
공작,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
암수살인,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
아수라,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-죄와 벌,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
신과함께-인과 연,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
공작,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
암수살인,10069179,주지훈,배우,3899358.9090909087,7.627499999999999
피터와 드래곤,10031727,브라이스 달라스 하워드,배우,936154.8571428572,7.572857142857144
쥬라기 월드: 폴른 킹덤,10031727,브라이스 달라스 하워드,배우,936154.8571428572,7.572857142857144
피터와 드래곤,10031727,브라이스 달라스 하워드,배우,936154.8571428572,7.572857142857144
쥬라기 월드: 폴른 킹덤,10031727,브라이스 달라스 하워드,배우,936154.8571428572,7.572857142857144
피터와 드래곤,20244432,오크스 페글리,배우,68026.0,7.689999999999999
원더스트럭,20244432,오크스 페글리,배우,68026.0,7.689999999999999
피터와 드래곤,20244432,오크스 페글리,배우,68026.0,7.689999999999999
원더스트럭,20244432,오크스 페글리,배우,68026.0,7.689999999999999
피터와 드래곤,10052683,웨스 벤틀리,배우,32608.83333333333,7.9224999999999985
립반윙클의 신부,10002127,쿠로키 하루,배우,29686.16666666667,6.701666666666665
립반윙클의 신부,20170383,아야노 고,배우,7849.3,7.371111111111111
립반윙클의 신부,20170383,아야노 고,배우,7849.3,7.371111111111111
매직빈,20303469,장병관,배우,71456.0,7.415
빅샤크: 매직체인지,20303469,장병관,배우,71456.0,7.415
매직빈,20303469,장병관,배우,71456.0,7.415
빅샤크: 매직체인지,20303469,장병관,배우,71456.0,7.415
매직빈,20303469,장병관,배우,71456.0,7.415
